Category,Item,Age,Year,Value
Transportation,Vehicle maintenance and repairs,0 to 25,2009,447
Transportation,Vehicle maintenance and repairs,0 to 25,2010,480
Transportation,Vehicle maintenance and repairs,0 to 25,2011,456
Transportation,Vehicle maintenance and repairs,0 to 25,2012,486
Transportation,Vehicle maintenance and repairs,25 and 34,2003,558
Transportation,Vehicle maintenance and repairs,25 and 34,2004,602
Transportation,Vehicle maintenance and repairs,25 and 34,2005,618
Transportation,Vehicle maintenance and repairs,25 and 34,2006,624
Transportation,Vehicle maintenance and repairs,25 and 34,2007,609
Transportation,Vehicle maintenance and repairs,25 and 34,2008,600
Transportation,Vehicle maintenance and repairs,25 and 34,2009,654
Transportation,Vehicle maintenance and repairs,25 and 34,2010,705
Transportation,Vehicle maintenance and repairs,25 and 34,2011,718
Transportation,Vehicle maintenance and repairs,25 and 34,2012,707
Transportation,Vehicle maintenance and repairs,35 and 44,2003,677
Transportation,Vehicle maintenance and repairs,35 and 44,2004,687
Transportation,Vehicle maintenance and repairs,35 and 44,2005,727
Transportation,Vehicle maintenance and repairs,35 and 44,2006,744
Transportation,Vehicle maintenance and repairs,35 and 44,2007,809
Transportation,Vehicle maintenance and repairs,35 and 44,2008,747
Transportation,Vehicle maintenance and repairs,35 and 44,2009,766
Transportation,Vehicle maintenance and repairs,35 and 44,2010,889
Transportation,Vehicle maintenance and repairs,35 and 44,2011,856
Transportation,Vehicle maintenance and repairs,35 and 44,2012,834
Transportation,Vehicle maintenance and repairs,45 and 54,2003,782
Transportation,Vehicle maintenance and repairs,45 and 54,2004,838
Transportation,Vehicle maintenance and repairs,45 and 54,2005,810
Transportation,Vehicle maintenance and repairs,45 and 54,2006,866
Transportation,Vehicle maintenance and repairs,45 and 54,2007,941
Transportation,Vehicle maintenance and repairs,45 and 54,2008,990
Transportation,Vehicle maintenance and repairs,45 and 54,2009,927
Transportation,Vehicle maintenance and repairs,45 and 54,2010,947
Transportation,Vehicle maintenance and repairs,45 and 54,2011,977
Transportation,Vehicle maintenance and repairs,45 and 54,2012,988
Transportation,Vehicle maintenance and repairs,55 and 64,2003,728
Transportation,Vehicle maintenance and repairs,55 and 64,2004,742
Transportation,Vehicle maintenance and repairs,55 and 64,2005,738
Transportation,Vehicle maintenance and repairs,55 and 64,2006,799
Transportation,Vehicle maintenance and repairs,55 and 64,2007,885
Transportation,Vehicle maintenance and repairs,55 and 64,2008,856
Transportation,Vehicle maintenance and repairs,55 and 64,2009,854
Transportation,Vehicle maintenance and repairs,55 and 64,2010,894
Transportation,Vehicle maintenance and repairs,55 and 64,2011,950
Transportation,Vehicle maintenance and repairs,55 and 64,2012,998
Transportation,Vehicle maintenance and repairs,65 and 74,2003,601
Transportation,Vehicle maintenance and repairs,65 and 74,2004,585
Transportation,Vehicle maintenance and repairs,65 and 74,2005,657
Transportation,Vehicle maintenance and repairs,65 and 74,2006,640
Transportation,Vehicle maintenance and repairs,65 and 74,2007,693
Transportation,Vehicle maintenance and repairs,65 and 74,2008,609
Transportation,Vehicle maintenance and repairs,65 and 74,2009,696
Transportation,Vehicle maintenance and repairs,65 and 74,2010,701
Transportation,Vehicle maintenance and repairs,65 and 74,2011,820
Transportation,Vehicle maintenance and repairs,65 and 74,2012,840
Transportation,Vehicle maintenance and repairs,75 and over,2003,330
Transportation,Vehicle maintenance and repairs,75 and over,2004,398
Transportation,Vehicle maintenance and repairs,75 and over,2005,427
Transportation,Vehicle maintenance and repairs,75 and over,2006,371
Transportation,Vehicle maintenance and repairs,75 and over,2007,384
Transportation,Vehicle maintenance and repairs,75 and over,2008,496
Transportation,Vehicle maintenance and repairs,75 and over,2009,406
Transportation,Vehicle maintenance and repairs,75 and over,2010,503
Transportation,Vehicle maintenance and repairs,75 and over,2011,449
Transportation,Vehicle maintenance and repairs,75 and over,2012,453
Cash Contributions,Cash contributions,0 to 25,2003,371
Cash Contributions,Cash contributions,0 to 25,2004,310
Cash Contributions,Cash contributions,0 to 25,2005,393
Cash Contributions,Cash contributions,0 to 25,2006,632
Cash Contributions,Cash contributions,0 to 25,2007,549
Cash Contributions,Cash contributions,0 to 25,2008,427
Cash Contributions,Cash contributions,0 to 25,2009,349
Cash Contributions,Cash contributions,0 to 25,2010,314
Cash Contributions,Cash contributions,0 to 25,2011,367
Cash Contributions,Cash contributions,0 to 25,2012,488
Cash Contributions,Cash contributions,25 and 34,2003,754
Cash Contributions,Cash contributions,25 and 34,2004,815
Cash Contributions,Cash contributions,25 and 34,2005,1080
Cash Contributions,Cash contributions,25 and 34,2006,1070
Cash Contributions,Cash contributions,25 and 34,2007,1027
Cash Contributions,Cash contributions,25 and 34,2008,1036
Cash Contributions,Cash contributions,25 and 34,2009,1001
Cash Contributions,Cash contributions,25 and 34,2010,1074
Cash Contributions,Cash contributions,25 and 34,2011,1130
Cash Contributions,Cash contributions,25 and 34,2012,1104
Cash Contributions,Cash contributions,35 and 44,2003,1256
Cash Contributions,Cash contributions,35 and 44,2004,1265
Cash Contributions,Cash contributions,35 and 44,2005,1735
Cash Contributions,Cash contributions,35 and 44,2006,1707
Cash Contributions,Cash contributions,35 and 44,2007,1569
Cash Contributions,Cash contributions,35 and 44,2008,1550
Cash Contributions,Cash contributions,35 and 44,2009,1581
Cash Contributions,Cash contributions,35 and 44,2010,1532
Cash Contributions,Cash contributions,35 and 44,2011,1570
Cash Contributions,Cash contributions,35 and 44,2012,1469
Cash Contributions,Cash contributions,45 and 54,2003,1651
Cash Contributions,Cash contributions,45 and 54,2004,1625
Cash Contributions,Cash contributions,45 and 54,2005,2076
Cash Contributions,Cash contributions,45 and 54,2006,2118
Cash Contributions,Cash contributions,45 and 54,2007,1972
Cash Contributions,Cash contributions,45 and 54,2008,2152
Cash Contributions,Cash contributions,45 and 54,2009,2056
Cash Contributions,Cash contributions,45 and 54,2010,1747
Cash Contributions,Cash contributions,45 and 54,2011,1722
Cash Contributions,Cash contributions,45 and 54,2012,2430
Cash Contributions,Cash contributions,55 and 64,2003,1568
Cash Contributions,Cash contributions,55 and 64,2004,1752
Cash Contributions,Cash contributions,55 and 64,2005,1960
Cash Contributions,Cash contributions,55 and 64,2006,2266
Cash Contributions,Cash contributions,55 and 64,2007,2746
Cash Contributions,Cash contributions,55 and 64,2008,2163
Cash Contributions,Cash contributions,55 and 64,2009,2092
Cash Contributions,Cash contributions,55 and 64,2010,1893
Cash Contributions,Cash contributions,55 and 64,2011,2112
Cash Contributions,Cash contributions,55 and 64,2012,2353
Cash Contributions,Cash contributions,65 and 74,2003,1811
Cash Contributions,Cash contributions,65 and 74,2004,2471
Cash Contributions,Cash contributions,65 and 74,2005,1925
Cash Contributions,Cash contributions,65 and 74,2006,2121
Cash Contributions,Cash contributions,65 and 74,2007,1923
Cash Contributions,Cash contributions,65 and 74,2008,2033
Cash Contributions,Cash contributions,65 and 74,2009,2087
Cash Contributions,Cash contributions,65 and 74,2010,2276
Cash Contributions,Cash contributions,65 and 74,2011,2526
Cash Contributions,Cash contributions,65 and 74,2012,2289
Cash Contributions,Cash contributions,75 and over,2003,2127
Cash Contributions,Cash contributions,75 and over,2004,1542
Cash Contributions,Cash contributions,75 and over,2005,1852
Cash Contributions,Cash contributions,75 and over,2006,3058
Cash Contributions,Cash contributions,75 and over,2007,2661
Cash Contributions,Cash contributions,75 and over,2008,2291
Cash Contributions,Cash contributions,75 and over,2009,2378
Cash Contributions,Cash contributions,75 and over,2010,2267
Cash Contributions,Cash contributions,75 and over,2011,2231
Cash Contributions,Cash contributions,75 and over,2012,2658
Food,Cereals and cereal products,0 to 25,2003,96
Food,Cereals and cereal products,0 to 25,2004,99
Food,Cereals and cereal products,0 to 25,2005,106
Food,Cereals and cereal products,0 to 25,2006,94
Food,Cereals and cereal products,0 to 25,2007,93
Food,Cereals and cereal products,0 to 25,2008,103
Food,Cereals and cereal products,0 to 25,2009,124
Food,Cereals and cereal products,0 to 25,2010,103
Food,Cereals and cereal products,0 to 25,2011,114
Food,Cereals and cereal products,0 to 25,2012,143
Food,Cereals and cereal products,25 and 34,2003,156
Food,Cereals and cereal products,25 and 34,2004,152
Food,Cereals and cereal products,25 and 34,2005,138
Food,Cereals and cereal products,25 and 34,2006,143
Food,Cereals and cereal products,25 and 34,2007,144
Food,Cereals and cereal products,25 and 34,2008,169
Food,Cereals and cereal products,25 and 34,2009,177
Food,Cereals and cereal products,25 and 34,2010,153
Food,Cereals and cereal products,25 and 34,2011,175
Food,Cereals and cereal products,25 and 34,2012,187
Food,Cereals and cereal products,35 and 44,2003,183
Food,Cereals and cereal products,35 and 44,2004,194
Food,Cereals and cereal products,35 and 44,2005,183
Food,Cereals and cereal products,35 and 44,2006,185
Food,Cereals and cereal products,35 and 44,2007,177
Food,Cereals and cereal products,35 and 44,2008,213
Food,Cereals and cereal products,35 and 44,2009,223
Food,Cereals and cereal products,35 and 44,2010,212
Food,Cereals and cereal products,35 and 44,2011,218
Food,Cereals and cereal products,35 and 44,2012,223
Food,Cereals and cereal products,45 and 54,2003,168
Food,Cereals and cereal products,45 and 54,2004,181
Food,Cereals and cereal products,45 and 54,2005,159
Food,Cereals and cereal products,45 and 54,2006,162
Food,Cereals and cereal products,45 and 54,2007,161
Food,Cereals and cereal products,45 and 54,2008,203
Food,Cereals and cereal products,45 and 54,2009,188
Food,Cereals and cereal products,45 and 54,2010,199
Food,Cereals and cereal products,45 and 54,2011,201
Food,Cereals and cereal products,45 and 54,2012,228
Food,Cereals and cereal products,55 and 64,2003,140
Food,Cereals and cereal products,55 and 64,2004,137
Food,Cereals and cereal products,55 and 64,2005,139
Food,Cereals and cereal products,55 and 64,2006,135
Food,Cereals and cereal products,55 and 64,2007,129
Food,Cereals and cereal products,55 and 64,2008,152
Food,Cereals and cereal products,55 and 64,2009,152
Food,Cereals and cereal products,55 and 64,2010,159
Food,Cereals and cereal products,55 and 64,2011,161
Food,Cereals and cereal products,55 and 64,2012,159
Food,Cereals and cereal products,65 and 74,2003,129
Food,Cereals and cereal products,65 and 74,2004,126
Food,Cereals and cereal products,65 and 74,2005,114
Food,Cereals and cereal products,65 and 74,2006,114
Food,Cereals and cereal products,65 and 74,2007,137
Food,Cereals and cereal products,65 and 74,2008,142
Food,Cereals and cereal products,65 and 74,2009,151
Food,Cereals and cereal products,65 and 74,2010,134
Food,Cereals and cereal products,65 and 74,2011,144
Food,Cereals and cereal products,65 and 74,2012,143
Food,Cereals and cereal products,75 and over,2003,110
Food,Cereals and cereal products,75 and over,2004,110
Food,Cereals and cereal products,75 and over,2005,97
Food,Cereals and cereal products,75 and over,2006,90
Food,Cereals and cereal products,75 and over,2007,94
Food,Cereals and cereal products,75 and over,2008,118
Food,Cereals and cereal products,75 and over,2009,124
Food,Cereals and cereal products,75 and over,2010,109
Food,Cereals and cereal products,75 and over,2011,139
Food,Cereals and cereal products,75 and over,2012,122
Health,Drugs: Prescription and nonprescription,0 to 25,2003,100
Health,Drugs: Prescription and nonprescription,0 to 25,2004,118
Health,Drugs: Prescription and nonprescription,0 to 25,2005,99
Health,Drugs: Prescription and nonprescription,0 to 25,2006,97
Health,Drugs: Prescription and nonprescription,0 to 25,2007,103
Health,Drugs: Prescription and nonprescription,0 to 25,2008,117
Health,Drugs: Prescription and nonprescription,0 to 25,2009,97
Health,Drugs: Prescription and nonprescription,0 to 25,2010,102
Health,Drugs: Prescription and nonprescription,0 to 25,2011,93
Health,Drugs: Prescription and nonprescription,0 to 25,2012,114
Health,Drugs: Prescription and nonprescription,25 and 34,2003,202
Health,Drugs: Prescription and nonprescription,25 and 34,2004,212
Health,Drugs: Prescription and nonprescription,25 and 34,2005,237
Health,Drugs: Prescription and nonprescription,25 and 34,2006,243
Health,Drugs: Prescription and nonprescription,25 and 34,2007,203
Health,Drugs: Prescription and nonprescription,25 and 34,2008,215
Health,Drugs: Prescription and nonprescription,25 and 34,2009,195
Health,Drugs: Prescription and nonprescription,25 and 34,2010,200
Health,Drugs: Prescription and nonprescription,25 and 34,2011,229
Health,Drugs: Prescription and nonprescription,25 and 34,2012,213
Health,Drugs: Prescription and nonprescription,35 and 44,2003,301
Health,Drugs: Prescription and nonprescription,35 and 44,2004,318
Health,Drugs: Prescription and nonprescription,35 and 44,2005,354
Health,Drugs: Prescription and nonprescription,35 and 44,2006,345
Health,Drugs: Prescription and nonprescription,35 and 44,2007,303
Health,Drugs: Prescription and nonprescription,35 and 44,2008,349
Health,Drugs: Prescription and nonprescription,35 and 44,2009,335
Health,Drugs: Prescription and nonprescription,35 and 44,2010,340
Health,Drugs: Prescription and nonprescription,35 and 44,2011,377
Health,Drugs: Prescription and nonprescription,35 and 44,2012,363
Health,Drugs: Prescription and nonprescription,45 and 54,2003,459
Health,Drugs: Prescription and nonprescription,45 and 54,2004,461
Health,Drugs: Prescription and nonprescription,45 and 54,2005,494
Health,Drugs: Prescription and nonprescription,45 and 54,2006,499
Health,Drugs: Prescription and nonprescription,45 and 54,2007,498
Health,Drugs: Prescription and nonprescription,45 and 54,2008,432
Health,Drugs: Prescription and nonprescription,45 and 54,2009,485
Health,Drugs: Prescription and nonprescription,45 and 54,2010,497
Health,Drugs: Prescription and nonprescription,45 and 54,2011,515
Health,Drugs: Prescription and nonprescription,45 and 54,2012,527
Health,Drugs: Prescription and nonprescription,55 and 64,2003,627
Health,Drugs: Prescription and nonprescription,55 and 64,2004,642
Health,Drugs: Prescription and nonprescription,55 and 64,2005,713
Health,Drugs: Prescription and nonprescription,55 and 64,2006,759
Health,Drugs: Prescription and nonprescription,55 and 64,2007,674
Health,Drugs: Prescription and nonprescription,55 and 64,2008,714
Health,Drugs: Prescription and nonprescription,55 and 64,2009,679
Health,Drugs: Prescription and nonprescription,55 and 64,2010,665
Health,Drugs: Prescription and nonprescription,55 and 64,2011,690
Health,Drugs: Prescription and nonprescription,55 and 64,2012,724
Health,Drugs: Prescription and nonprescription,65 and 74,2003,838
Health,Drugs: Prescription and nonprescription,65 and 74,2004,854
Health,Drugs: Prescription and nonprescription,65 and 74,2005,956
Health,Drugs: Prescription and nonprescription,65 and 74,2006,859
Health,Drugs: Prescription and nonprescription,65 and 74,2007,935
Health,Drugs: Prescription and nonprescription,65 and 74,2008,880
Health,Drugs: Prescription and nonprescription,65 and 74,2009,865
Health,Drugs: Prescription and nonprescription,65 and 74,2010,797
Health,Drugs: Prescription and nonprescription,65 and 74,2011,791
Health,Drugs: Prescription and nonprescription,65 and 74,2012,813
Health,Drugs: Prescription and nonprescription,75 and over,2003,971
Health,Drugs: Prescription and nonprescription,75 and over,2004,985
Health,Drugs: Prescription and nonprescription,75 and over,2005,998
Health,Drugs: Prescription and nonprescription,75 and over,2006,916
Health,Drugs: Prescription and nonprescription,75 and over,2007,777
Health,Drugs: Prescription and nonprescription,75 and over,2008,756
Health,Drugs: Prescription and nonprescription,75 and over,2009,787
Health,Drugs: Prescription and nonprescription,75 and over,2010,814
Health,Drugs: Prescription and nonprescription,75 and over,2011,623
Health,Drugs: Prescription and nonprescription,75 and over,2012,779
Education,Education,0 to 25,2003,1490
Education,Education,0 to 25,2004,1821
Education,Education,0 to 25,2005,1359
Education,Education,0 to 25,2006,1259
Education,Education,0 to 25,2007,1787
Education,Education,0 to 25,2008,1691
Education,Education,0 to 25,2009,1910
Education,Education,0 to 25,2010,1906
Education,Education,0 to 25,2011,2253
Education,Education,0 to 25,2012,1886
Education,Education,25 and 34,2003,684
Education,Education,25 and 34,2004,726
Education,Education,25 and 34,2005,779
Education,Education,25 and 34,2006,710
Education,Education,25 and 34,2007,604
Education,Education,25 and 34,2008,759
Education,Education,25 and 34,2009,808
Education,Education,25 and 34,2010,839
Education,Education,25 and 34,2011,1049
Education,Education,25 and 34,2012,1021
Education,Education,35 and 44,2003,694
Education,Education,35 and 44,2004,786
Education,Education,35 and 44,2005,931
Education,Education,35 and 44,2006,857
Education,Education,35 and 44,2007,819
Education,Education,35 and 44,2008,953
Education,Education,35 and 44,2009,935
Education,Education,35 and 44,2010,963
Education,Education,35 and 44,2011,818
Education,Education,35 and 44,2012,1050
Education,Education,45 and 54,2003,1377
Education,Education,45 and 54,2004,1567
Education,Education,45 and 54,2005,1769
Education,Education,45 and 54,2006,1736
Education,Education,45 and 54,2007,1687
Education,Education,45 and 54,2008,2012
Education,Education,45 and 54,2009,2055
Education,Education,45 and 54,2010,2094
Education,Education,45 and 54,2011,1879
Education,Education,45 and 54,2012,2426
Education,Education,55 and 64,2003,743
Education,Education,55 and 64,2004,730
Education,Education,55 and 64,2005,733
Education,Education,55 and 64,2006,662
Education,Education,55 and 64,2007,929
Education,Education,55 and 64,2008,867
Education,Education,55 and 64,2009,1003
Education,Education,55 and 64,2010,917
Education,Education,55 and 64,2011,866
Education,Education,55 and 64,2012,1118
Education,Education,65 and 74,2003,176
Education,Education,65 and 74,2004,352
Education,Education,65 and 74,2005,256
Education,Education,65 and 74,2006,274
Education,Education,65 and 74,2007,245
Education,Education,65 and 74,2008,345
Education,Education,65 and 74,2009,181
Education,Education,65 and 74,2010,240
Education,Education,65 and 74,2011,262
Education,Education,65 and 74,2012,245
Education,Education,75 and over,2003,81
Education,Education,75 and over,2004,198
Education,Education,75 and over,2005,165
Education,Education,75 and over,2006,162
Education,Education,75 and over,2007,341
Education,Education,75 and over,2008,192
Education,Education,75 and over,2009,141
Education,Education,75 and over,2010,140
Education,Education,75 and over,2011,229
